Gmail   Thomas Cross <tom.bz2@gmail.com>
DNS Log: Thu Apr 09 12:00:03 CDT 2009
tom.bz2@gmail.com <tom.bz2@gmail.com>   Thu, Apr 9, 2009 at 11:59 AM
To: tom.bz2@gmail.com
# of hits = 7063
08-Apr-2009 12:00:17.404 client 127.0.0.1#43773: query: smtp.gmail.com IN A +
08-Apr-2009 12:00:22.090 client 127.0.0.1#36699: query: smtp.gmail.com IN A +
08-Apr-2009 12:01:00.649 client 114.80.99.2#34695: query: . IN NS -
08-Apr-2009 12:01:00.923 client 114.80.99.2#34695: query: . IN NS -
08-Apr-2009 12:01:01.668 client 114.80.99.2#34695: query: . IN NS -
08-Apr-2009 12:11:44.451 client 127.0.0.1#36869: query: 94.250.5.221.in-addr.arpa IN PTR +
08-Apr-2009 12:20:10.286 client 58.19.159.195#41133: query: . IN NS -
08-Apr-2009 12:20:11.065 client 58.19.159.195#41133: query: . IN NS -
08-Apr-2009 12:20:11.381 client 58.19.159.195#41133: query: . IN NS -
08-Apr-2009 12:22:12.548 client 58.19.159.195#41137: query: . IN NS -
08-Apr-2009 12:22:12.863 client 58.19.159.195#41137: query: . IN NS -
08-Apr-2009 12:22:13.171 client 58.19.159.195#41137: query: . IN NS -
08-Apr-2009 12:35:37.322 client 218.25.41.136#54654: query: . IN NS -
08-Apr-2009 12:35:38.209 client 218.25.41.136#54654: query: . IN NS -
08-Apr-2009 12:35:39.041 client 218.25.41.136#54654: query: . IN NS -
08-Apr-2009 12:39:22.905 client 61.155.6.99#34990: query: . IN NS -
08-Apr-2009 12:39:23.201 client 61.155.6.99#34990: query: . IN NS -
08-Apr-2009 12:39:23.949 client 61.155.6.99#34990: query: . IN NS -
08-Apr-2009 12:46:18.270 client 202.103.67.196#5593: query: . IN NS -
08-Apr-2009 12:46:19.027 client 202.103.67.196#5593: query: . IN NS -
08-Apr-2009 12:46:19.777 client 202.103.67.196#5593: query: . IN NS -
08-Apr-2009 12:53:45.576 client 218.30.23.161#2568: query: . IN NS -
08-Apr-2009 12:53:45.977 client 218.30.23.161#2568: query: . IN NS -
08-Apr-2009 12:53:46.378 client 218.30.23.161#2568: query: . IN NS -
08-Apr-2009 13:01:24.996 client 114.80.99.2#34695: query: . IN NS -
08-Apr-2009 13:01:25.745 client 114.80.99.2#34695: query: . IN NS -
08-Apr-2009 13:01:26.021 client 114.80.99.2#34695: query: . IN NS -
08-Apr-2009 13:04:17.756 client 127.0.0.1#33724: query: 249.230.55.65.in-addr.arpa IN PTR +
08-Apr-2009 13:06:54.975 client 192.168.1.1#45629: query: 128.1.168.192.in-addr.arpa IN PTR +
08-Apr-2009 13:06:59.995 client 192.168.1.1#27784: query: 1.0.0.127.dnsbugtest.1.0.0.127.in-addr.arpa IN PTR +
08-Apr-2009 13:07:00.094 client 192.168.1.1#13121: query: b._dns-sd._udp.0.1.168.192.in-addr.arpa IN PTR +
08-Apr-2009 13:07:00.105 client 192.168.1.1#57064: query: db._dns-sd._udp.0.1.168.192.in-addr.arpa IN PTR +
08-Apr-2009 13:07:00.114 client 192.168.1.1#36104: query: r._dns-sd._udp.0.1.168.192.in-addr.arpa IN PTR +
08-Apr-2009 13:07:00.125 client 192.168.1.1#9359: query: dr._dns-sd._udp.0.1.168.192.in-addr.arpa IN PTR +
08-Apr-2009 13:07:00.134 client 192.168.1.1#38599: query: lb._dns-sd._udp.0.1.168.192.in-addr.arpa IN PTR +
08-Apr-2009 13:07:00.145 client 192.168.1.1#7260: query: b._dns-sd._udp.chmoder.org IN PTR +
08-Apr-2009 13:07:00.154 client 192.168.1.1#57743: query: db._dns-sd._udp.chmoder.org IN PTR +
08-Apr-2009 13:07:00.164 client 192.168.1.1#44390: query: r._dns-sd._udp.chmoder.org IN PTR +
08-Apr-2009 13:07:00.175 client 192.168.1.1#30044: query: dr._dns-sd._udp.chmoder.org IN PTR +
08-Apr-2009 13:07:00.184 client 192.168.1.1#32365: query: lb._dns-sd._udp.chmoder.org IN PTR +
08-Apr-2009 13:07:05.482 client 127.0.0.1#50108: query: 1.1.168.192.in-addr.arpa IN PTR +
08-Apr-2009 13:07:05.746 client 127.0.0.1#41663: query: 1.1.168.192.in-addr.arpa IN PTR +
08-Apr-2009 13:07:08.985 client 192.168.1.1#14972: query: login.oscar.aol.com IN A +
08-Apr-2009 13:07:10.750 client 192.168.1.1#34057: query: en-us.fxfeeds.mozilla.com IN A +
